trades_count,buy_count,sell_count,total_volume,t0_profit,date,closing_price,symbol,stock_name
4,2,2,49200.0,1138.3513999999964,2024-04-15,7.3,SH600000,浦发银行
3,2,1,39900.0,1457.6357999999968,2024-04-16,7.26,SH600000,浦发银行
4,2,2,56200.0,2414.4588000000012,2024-04-17,7.34,SH600000,浦发银行
6,4,2,73000.0,3281.6348000000025,2024-04-18,7.33,SH600000,浦发银行
2,1,1,23000.0,3678.9938,2024-04-19,7.34,SH600000,浦发银行
3,2,1,38500.0,3678.9938,2024-04-22,7.29,SH600000,浦发银行
4,2,2,54300.0,4559.229000000005,2024-04-23,7.34,SH600000,浦发银行
5,3,2,65200.0,5871.644000000004,2024-04-24,7.36,SH600000,浦发银行
3,2,1,42800.0,6155.883200000005,2024-04-25,7.41,SH600000,浦发银行
4,2,2,49700.0,6369.580400000005,2024-04-26,7.42,SH600000,浦发银行
3,1,2,37300.0,7208.31320000001,2024-04-29,7.42,SH600000,浦发银行
7,3,4,80900.0,9131.288599999996,2024-04-30,7.7,SH600000,浦发银行
4,2,2,53000.0,10092.3122,2024-05-06,7.85,SH600000,浦发银行
4,2,2,56200.0,11211.201400000009,2024-05-07,7.82,SH600000,浦发银行
2,2,0,21000.0,11211.201400000009,2024-05-08,7.8,SH600000,浦发银行
2,2,0,22600.0,11211.201400000009,2024-05-09,7.8,SH600000,浦发银行
3,2,1,38600.0,11648.25800000002,2024-05-10,7.94,SH600000,浦发银行
2,2,0,23600.0,11648.25800000002,2024-05-13,7.96,SH600000,浦发银行
4,2,2,49800.0,11648.25800000002,2024-05-14,7.88,SH600000,浦发银行
2,1,1,28900.0,11648.25800000002,2024-05-15,7.89,SH600000,浦发银行
3,1,2,42100.0,12996.809200000003,2024-05-16,8.02,SH600000,浦发银行
3,1,2,43300.0,14281.03060000002,2024-05-17,8.16,SH600000,浦发银行
1,0,1,10912.3595505618,14281.03060000002,2024-05-20,8.32,SH600000,浦发银行
4,2,2,47400.0,15202.18540000003,2024-05-21,8.42,SH600000,浦发银行
5,3,2,64800.0,16580.43260000001,2024-05-22,8.53,SH600000,浦发银行
5,4,1,65900.0,16970.282599999995,2024-05-23,8.52,SH600000,浦发银行
7,3,4,85700.0,17565.55319999999,2024-05-24,8.44,SH600000,浦发银行
2,2,0,19800.0,17565.55319999999,2024-05-27,8.54,SH600000,浦发银行
3,2,1,35200.0,17901.185400000002,2024-05-28,8.54,SH600000,浦发银行
4,2,2,52900.0,17901.185400000002,2024-05-29,8.49,SH600000,浦发银行
4,2,2,52500.0,17901.185400000002,2024-05-30,8.4,SH600000,浦发银行
2,1,1,26500.0,17901.185400000002,2024-05-31,8.34,SH600000,浦发银行
4,2,2,50000.0,18157.13439999999,2024-06-03,8.28,SH600000,浦发银行
2,2,0,30000.0,18157.13439999999,2024-06-04,8.32,SH600000,浦发银行
3,1,2,38600.0,18157.13439999999,2024-06-05,8.29,SH600000,浦发银行
2,0,2,23600.0,18157.13439999999,2024-06-06,8.25,SH600000,浦发银行
3,1,2,38600.0,18157.13439999999,2024-06-07,8.31,SH600000,浦发银行
3,2,1,38600.0,18157.13439999999,2024-06-11,8.15,SH600000,浦发银行
2,2,0,21100.0,18157.13439999999,2024-06-12,8.11,SH600000,浦发银行
3,2,1,38500.0,18618.5136,2024-06-13,8.13,SH600000,浦发银行
6,3,3,79600.0,20531.369400000032,2024-06-14,8.14,SH600000,浦发银行
4,2,2,51900.0,20531.369400000032,2024-06-17,8.1,SH600000,浦发银行
5,3,2,72600.0,22792.857200000053,2024-06-18,8.09,SH600000,浦发银行
4,2,2,54500.0,24061.871600000064,2024-06-19,8.22,SH600000,浦发银行
2,1,1,28000.0,24061.871600000064,2024-06-20,8.2,SH600000,浦发银行
3,2,1,37300.0,24365.817200000052,2024-06-21,8.17,SH600000,浦发银行
4,1,3,52700.0,26419.056800000064,2024-06-24,8.15,SH600000,浦发银行
2,0,2,15812.3595505618,26419.056800000064,2024-06-25,8.2,SH600000,浦发银行
4,1,3,56100.0,27178.806000000066,2024-06-26,8.21,SH600000,浦发银行
4,2,2,47900.0,28074.658200000056,2024-06-27,8.22,SH600000,浦发银行
2,0,2,19900.0,28074.658200000056,2024-06-28,8.23,SH600000,浦发银行
2,2,0,24200.0,28074.658200000056,2024-07-01,8.28,SH600000,浦发银行
3,1,2,37100.0,29074.045200000066,2024-07-02,8.53,SH600000,浦发银行
5,4,1,63200.0,29469.944400000077,2024-07-03,8.53,SH600000,浦发银行
3,1,2,42400.0,29469.944400000077,2024-07-04,8.5,SH600000,浦发银行
4,2,2,48300.0,29469.944400000077,2024-07-05,8.34,SH600000,浦发银行
2,0,2,25700.0,29469.944400000077,2024-07-08,8.43,SH600000,浦发银行
6,3,3,78400.0,31847.72400000007,2024-07-09,8.64,SH600000,浦发银行
4,1,3,50012.3595505618,32666.455200000073,2024-07-10,8.69,SH600000,浦发银行
2,2,0,21100.0,32666.455200000073,2024-07-11,8.6,SH600000,浦发银行
2,0,2,20500.0,32666.455200000073,2024-07-12,8.84,SH600000,浦发银行
3,2,1,42400.0,33043.705200000084,2024-07-15,8.88,SH600000,浦发银行
5,2,3,67300.0,33322.87020000009,2024-07-16,8.86,SH600000,浦发银行
3,1,2,40600.0,34695.3798000001,2024-07-17,9.04,SH600000,浦发银行
4,2,2,49200.0,35629.48320000008,2024-07-18,8.77,SH600000,浦发银行
4,1,3,49100.0,36671.03280000007,2024-07-19,8.73,SH600000,浦发银行
4,2,2,42712.3595505618,36925.46040000006,2024-07-22,8.58,SH600000,浦发银行
4,3,1,58900.0,37342.41600000004,2024-07-23,8.59,SH600000,浦发银行
3,1,2,45100.0,37342.41600000004,2024-07-24,8.55,SH600000,浦发银行
4,2,2,46500.0,38523.25600000005,2024-07-25,8.52,SH600000,浦发银行
4,2,2,50000.0,38523.25600000005,2024-07-26,8.33,SH600000,浦发银行
2,0,2,20600.0,38523.25600000005,2024-07-29,8.53,SH600000,浦发银行
3,2,1,44200.0,38523.25600000005,2024-07-30,8.39,SH600000,浦发银行
3,2,1,41200.0,39219.82600000003,2024-07-31,8.4,SH600000,浦发银行
2,0,2,20000.0,39219.82600000003,2024-08-01,8.57,SH600000,浦发银行
5,2,3,60200.0,40089.20500000003,2024-08-02,8.47,SH600000,浦发银行
4,3,1,52100.0,40751.666800000035,2024-08-05,8.38,SH600000,浦发银行
4,2,2,51100.0,40751.666800000035,2024-08-06,8.24,SH600000,浦发银行
5,3,2,65200.0,42582.82660000003,2024-08-07,8.31,SH600000,浦发银行
4,2,2,52500.0,43812.18880000002,2024-08-08,8.38,SH600000,浦发银行
5,1,4,59912.3595505618,45901.35100449439,2024-08-09,8.53,SH600000,浦发银行
3,2,1,40800.0,46272.60760449438,2024-08-12,8.58,SH600000,浦发银行
2,0,2,24300.0,46272.60760449438,2024-08-13,8.59,SH600000,浦发银行
3,2,1,41200.0,46272.60760449438,2024-08-14,8.57,SH600000,浦发银行
2,0,2,24000.0,46272.60760449438,2024-08-15,8.74,SH600000,浦发银行
3,2,1,43900.0,47028.950604494385,2024-08-16,8.85,SH600000,浦发银行
3,1,2,36400.0,48205.1190044944,2024-08-19,9.02,SH600000,浦发银行
4,2,2,39112.3595505618,48205.1190044944,2024-08-20,8.91,SH600000,浦发银行
5,1,4,59700.0,49446.16280449439,2024-08-21,8.96,SH600000,浦发银行
4,2,2,54000.0,50606.087804494346,2024-08-22,9.01,SH600000,浦发银行
6,3,3,76000.0,51663.62880449435,2024-08-23,9.0,SH600000,浦发银行
2,2,0,21000.0,51663.62880449435,2024-08-26,8.88,SH600000,浦发银行
4,2,2,60000.0,51663.62880449435,2024-08-27,8.88,SH600000,浦发银行
9,5,4,111100.0,53128.12500449437,2024-08-28,8.82,SH600000,浦发银行
3,2,1,35800.0,53128.12500449437,2024-08-29,8.55,SH600000,浦发银行
7,4,3,82400.0,54143.719204494366,2024-08-30,8.43,SH600000,浦发银行
1,1,0,10000.0,54143.719204494366,2024-09-02,8.39,SH600000,浦发银行
2,1,1,24300.0,54143.719204494366,2024-09-03,8.25,SH600000,浦发银行
3,1,2,36000.0,54143.719204494366,2024-09-04,8.32,SH600000,浦发银行
4,1,3,50400.0,54858.895204494365,2024-09-05,8.32,SH600000,浦发银行
3,1,2,37800.0,54858.895204494365,2024-09-06,8.43,SH600000,浦发银行
2,0,2,19200.0,54858.895204494365,2024-09-09,8.38,SH600000,浦发银行
7,4,3,88400.0,55167.52480449437,2024-09-11,8.25,SH600000,浦发银行
3,1,2,36200.0,56093.072404494385,2024-09-12,8.47,SH600000,浦发银行
3,2,1,35700.0,56093.072404494385,2024-09-13,8.35,SH600000,浦发银行
2,2,0,22600.0,56093.072404494385,2024-09-18,8.32,SH600000,浦发银行
7,3,4,92900.0,58376.97660449439,2024-09-19,8.52,SH600000,浦发银行
4,3,1,52000.0,58936.7746044944,2024-09-20,8.51,SH600000,浦发银行
4,2,2,53900.0,60548.74480449438,2024-09-23,8.63,SH600000,浦发银行
4,2,2,50600.0,62480.5016044944,2024-09-24,9.09,SH600000,浦发银行
2,0,2,19600.0,62480.5016044944,2024-09-25,9.49,SH600000,浦发银行
4,2,2,50600.0,63521.31920449442,2024-09-26,9.84,SH600000,浦发银行
7,4,3,84800.0,67630.64480449443,2024-09-27,9.87,SH600000,浦发银行
11,5,6,131800.0,72400.49460449441,2024-09-30,10.13,SH600000,浦发银行
6,4,2,66200.0,74480.60560449441,2024-10-08,10.5,SH600000,浦发银行
7,4,3,84200.0,74865.2512044944,2024-10-09,9.91,SH600000,浦发银行
5,2,3,62600.0,78856.3040044944,2024-10-10,10.31,SH600000,浦发银行
5,3,2,58700.0,81392.47440449441,2024-10-11,10.16,SH600000,浦发银行
10,5,5,123300.0,86543.54280449443,2024-10-14,10.4,SH600000,浦发银行
8,4,4,92712.3595505618,88090.76280449443,2024-10-15,10.25,SH600000,浦发银行
2,0,2,20700.0,88090.76280449443,2024-10-16,10.34,SH600000,浦发银行
4,3,1,47400.0,89012.93080449442,2024-10-17,10.22,SH600000,浦发银行
4,2,2,46600.0,90497.5074044944,2024-10-18,10.15,SH600000,浦发银行
5,2,3,62500.0,91789.6156044944,2024-10-21,10.16,SH600000,浦发银行
4,2,2,53000.0,91789.6156044944,2024-10-22,10.13,SH600000,浦发银行
2,2,0,27100.0,91789.6156044944,2024-10-23,10.18,SH600000,浦发银行
2,2,0,25400.0,91789.6156044944,2024-10-24,10.14,SH600000,浦发银行
2,0,2,24300.0,91789.6156044944,2024-10-25,10.08,SH600000,浦发银行
2,2,0,30100.0,91789.6156044944,2024-10-28,10.06,SH600000,浦发银行
4,2,2,59500.0,91789.6156044944,2024-10-29,9.99,SH600000,浦发银行
6,4,2,74900.0,92440.63760449438,2024-10-30,9.94,SH600000,浦发银行
6,4,2,80200.0,93129.95760449437,2024-10-31,9.84,SH600000,浦发银行
5,3,2,66100.0,94302.6304044944,2024-11-01,9.94,SH600000,浦发银行
3,1,2,41200.0,95427.40280449438,2024-11-04,9.99,SH600000,浦发银行
3,2,1,42300.0,95731.19600449437,2024-11-05,10.06,SH600000,浦发银行
7,4,3,90500.0,96349.29440449439,2024-11-06,9.95,SH600000,浦发银行
4,2,2,49500.0,97550.75440449436,2024-11-07,10.28,SH600000,浦发银行
4,2,2,50600.0,97550.75440449436,2024-11-08,10.06,SH600000,浦发银行
2,2,0,21100.0,97550.75440449436,2024-11-11,9.72,SH600000,浦发银行
4,2,2,50100.0,97550.75440449436,2024-11-12,9.66,SH600000,浦发银行
2,2,0,27000.0,97550.75440449436,2024-11-13,9.63,SH600000,浦发银行
4,1,3,52000.0,98659.71940449438,2024-11-14,9.65,SH600000,浦发银行
4,2,2,51900.0,99737.35400449438,2024-11-15,9.54,SH600000,浦发银行
8,5,3,94200.0,103171.62140449438,2024-11-18,9.83,SH600000,浦发银行
7,4,3,84300.0,103406.88440449438,2024-11-19,9.79,SH600000,浦发银行
2,2,0,25800.0,103406.88440449438,2024-11-20,9.71,SH600000,浦发银行
2,0,2,24500.0,103406.88440449438,2024-11-21,9.72,SH600000,浦发银行
4,2,2,45900.0,103406.88440449438,2024-11-22,9.48,SH600000,浦发银行
2,2,0,21500.0,103406.88440449438,2024-11-25,9.33,SH600000,浦发银行
2,1,1,28700.0,103916.70440449439,2024-11-26,9.31,SH600000,浦发银行
4,2,2,47900.0,104989.3706044944,2024-11-27,9.43,SH600000,浦发银行
5,1,4,54112.3595505618,106080.38726741575,2024-11-28,9.44,SH600000,浦发银行
4,3,1,52300.0,106451.87526741576,2024-11-29,9.46,SH600000,浦发银行
3,1,2,44100.0,107598.59106741575,2024-12-02,9.49,SH600000,浦发银行
4,2,2,53900.0,108785.30526741575,2024-12-03,9.65,SH600000,浦发银行
7,3,4,92900.0,111240.35886741578,2024-12-04,9.75,SH600000,浦发银行
6,3,3,72912.3595505618,111491.7528674158,2024-12-05,9.64,SH600000,浦发银行
4,2,2,60500.0,112644.4696674158,2024-12-06,9.7,SH600000,浦发银行
6,4,2,78300.0,113945.25846741581,2024-12-09,9.66,SH600000,浦发银行
4,3,1,48400.0,115118.0088674158,2024-12-10,9.8,SH600000,浦发银行
2,1,1,25700.0,115118.0088674158,2024-12-11,9.63,SH600000,浦发银行
2,0,2,20400.0,115118.0088674158,2024-12-12,9.82,SH600000,浦发银行
7,3,4,86800.0,117225.96086741582,2024-12-13,9.66,SH600000,浦发银行
5,1,4,61512.3595505618,118138.92422471919,2024-12-16,9.64,SH600000,浦发银行
4,2,2,51200.0,118138.92422471919,2024-12-18,9.54,SH600000,浦发银行
5,3,2,61900.0,119162.75042471915,2024-12-19,9.53,SH600000,浦发银行
6,4,2,82500.0,120930.69922471915,2024-12-20,9.58,SH600000,浦发银行
6,2,4,72600.0,124302.43102471918,2024-12-23,9.93,SH600000,浦发银行
3,1,2,41700.0,126211.9510247192,2024-12-24,10.13,SH600000,浦发银行
3,1,2,25112.3595505618,126211.9510247192,2024-12-25,10.35,SH600000,浦发银行
5,2,3,61400.0,127946.11582471919,2024-12-26,10.34,SH600000,浦发银行
3,2,1,38200.0,128412.6758247192,2024-12-27,10.36,SH600000,浦发银行
4,2,2,51300.0,129903.16142471923,2024-12-30,10.47,SH600000,浦发银行
3,2,1,34100.0,129903.16142471923,2024-12-31,10.29,SH600000,浦发银行
3,2,1,35200.0,129903.16142471923,2025-01-02,10.13,SH600000,浦发银行
6,4,2,78400.0,131342.55182471924,2025-01-03,10.06,SH600000,浦发银行
5,1,4,57500.0,132930.57102471922,2025-01-06,10.15,SH600000,浦发银行
4,2,2,52500.0,134320.35702471918,2025-01-07,10.27,SH600000,浦发银行
5,1,4,65312.3595505618,135853.37755505627,2025-01-08,10.3,SH600000,浦发银行
5,3,2,65900.0,137346.68755505627,2025-01-09,10.19,SH600000,浦发银行
3,2,1,35100.0,137882.16655505626,2025-01-10,10.13,SH600000,浦发银行
4,2,2,48300.0,138260.09695505624,2025-01-13,10.0,SH600000,浦发银行
2,0,2,19500.0,138260.09695505624,2025-01-14,10.16,SH600000,浦发银行
5,3,2,59912.3595505618,139629.15896853938,2025-01-15,10.21,SH600000,浦发银行
2,2,0,26000.0,139629.15896853938,2025-01-16,10.21,SH600000,浦发银行
3,1,2,40000.0,140895.37416853936,2025-01-17,10.27,SH600000,浦发银行
2,0,2,23700.0,140895.37416853936,2025-01-20,10.37,SH600000,浦发银行
3,1,2,35900.0,140895.37416853936,2025-01-21,10.37,SH600000,浦发银行
3,2,1,34100.0,140895.37416853936,2025-01-22,10.03,SH600000,浦发银行
4,2,2,47600.0,142377.38076853938,2025-01-23,10.31,SH600000,浦发银行
7,3,4,91800.0,146825.0849685394,2025-01-24,10.39,SH600000,浦发银行
4,3,1,54800.0,147282.75756853938,2025-02-05,10.41,SH600000,浦发银行
3,1,2,37800.0,147282.75756853938,2025-02-06,10.43,SH600000,浦发银行
3,1,2,42700.0,147282.75756853938,2025-02-07,10.34,SH600000,浦发银行
3,1,2,34300.0,147282.75756853938,2025-02-10,10.27,SH600000,浦发银行
4,3,1,51000.0,147764.00156853936,2025-02-11,10.3,SH600000,浦发银行
3,2,1,39300.0,148210.28636853935,2025-02-12,10.41,SH600000,浦发银行
2,1,1,25800.0,148610.44436853935,2025-02-13,10.31,SH600000,浦发银行
5,2,3,64400.0,150976.69296853934,2025-02-14,10.41,SH600000,浦发银行
4,2,2,50812.3595505618,150976.69296853934,2025-02-17,10.27,SH600000,浦发银行
4,2,2,50900.0,152099.58656853932,2025-02-18,10.5,SH600000,浦发银行
3,1,2,34500.0,152099.58656853932,2025-02-19,10.44,SH600000,浦发银行
6,4,2,78100.0,153450.77456853935,2025-02-20,10.39,SH600000,浦发银行
4,2,2,54700.0,153450.77456853935,2025-02-21,10.29,SH600000,浦发银行
4,3,1,56200.0,153888.58256853934,2025-02-24,10.21,SH600000,浦发银行
3,1,2,40900.0,153888.58256853934,2025-02-25,10.1,SH600000,浦发银行
4,2,2,53200.0,153888.58256853934,2025-02-26,10.18,SH600000,浦发银行
3,2,1,43300.0,154695.75096853933,2025-02-27,10.24,SH600000,浦发银行
2,0,2,27600.0,154695.75096853933,2025-02-28,10.17,SH600000,浦发银行
2,0,2,24300.0,154695.75096853933,2025-03-03,10.15,SH600000,浦发银行
2,2,0,21100.0,154695.75096853933,2025-03-04,10.1,SH600000,浦发银行
4,1,3,48100.0,155910.24996853934,2025-03-05,10.25,SH600000,浦发银行
6,3,3,77400.0,157317.86116853933,2025-03-06,10.13,SH600000,浦发银行
2,0,2,23400.0,157317.86116853933,2025-03-07,10.14,SH600000,浦发银行
2,1,1,28600.0,157317.86116853933,2025-03-10,10.1,SH600000,浦发银行
2,0,2,22700.0,157317.86116853933,2025-03-11,10.12,SH600000,浦发银行
3,2,1,38600.0,157770.25596853934,2025-03-12,10.12,SH600000,浦发银行
3,1,2,37600.0,157770.25596853934,2025-03-13,10.22,SH600000,浦发银行
4,2,2,54000.0,159369.40876853932,2025-03-14,10.42,SH600000,浦发银行
3,1,2,37700.0,161241.92336853934,2025-03-17,10.6,SH600000,浦发银行
4,2,2,52400.0,162617.28896853933,2025-03-18,10.64,SH600000,浦发银行
2,1,1,26900.0,163088.86916853933,2025-03-19,10.65,SH600000,浦发银行
3,2,1,38600.0,163430.53596853933,2025-03-20,10.66,SH600000,浦发银行
4,2,2,51800.0,163430.53596853933,2025-03-21,10.47,SH600000,浦发银行
3,2,1,37100.0,163877.88636853933,2025-03-24,10.61,SH600000,浦发银行
4,1,3,47500.0,165039.93356853933,2025-03-25,10.61,SH600000,浦发银行
4,3,1,51900.0,165714.44656853934,2025-03-26,10.47,SH600000,浦发银行
5,3,2,64900.0,167168.55616853936,2025-03-27,10.55,SH600000,浦发银行
3,2,1,40600.0,167596.47316853938,2025-03-28,10.44,SH600000,浦发银行
4,2,2,45500.0,167596.47316853938,2025-03-31,10.43,SH600000,浦发银行
4,2,2,50400.0,167944.8379685394,2025-04-01,10.35,SH600000,浦发银行
4,2,2,49400.0,169589.98716853937,2025-04-02,10.46,SH600000,浦发银行
4,2,2,55500.0,172343.0475685394,2025-04-03,10.48,SH600000,浦发银行
19,11,8,218200.0,176344.6451685394,2025-04-07,9.65,SH600000,浦发银行
2,0,2,18700.0,176344.6451685394,2025-04-08,10.2,SH600000,浦发银行
4,2,2,48500.0,176591.2019685394,2025-04-09,10.01,SH600000,浦发银行
4,2,2,48600.0,176591.2019685394,2025-04-10,10.0,SH600000,浦发银行
4,2,2,51700.0,178230.92256853936,2025-04-11,10.07,SH600000,浦发银行
4,2,2,54800.0,179762.00216853936,2025-04-14,10.18,SH600000,浦发银行
2,0,2,21500.0,179762.00216853936,2025-04-15,10.47,SH600000,浦发银行
3,2,1,39700.0,180126.80856853936,2025-04-16,10.6,SH600000,浦发银行
7,3,4,92100.0,185802.98176853935,2025-04-17,10.75,SH600000,浦发银行
2,1,1,29200.0,186638.94976853934,2025-04-18,10.81,SH600000,浦发银行
4,2,2,55400.0,188914.87296853933,2025-04-22,10.71,SH600000,浦发银行
1,0,1,1812.3595505617996,188914.87296853933,2025-04-23,10.67,SH600000,浦发银行
5,3,2,62900.0,190640.06376853932,2025-04-24,10.74,SH600000,浦发银行
3,2,1,39900.0,190640.06376853932,2025-04-25,10.59,SH600000,浦发银行
2,2,0,24000.0,190640.06376853932,2025-04-28,10.74,SH600000,浦发银行
3,1,2,40600.0,192352.31676853934,2025-04-29,10.83,SH600000,浦发银行
7,3,4,86100.0,196213.59256853932,2025-04-30,10.96,SH600000,浦发银行
4,1,3,40412.3595505618,197789.9336494382,2025-05-08,11.63,SH600000,浦发银行
5,3,2,64800.0,199093.04504943822,2025-05-09,11.8,SH600000,浦发银行
